step,episode,A,phi,n,reward
114,15,9.959655702114105,1.3831156858024927,3,0.07834327122929197
115,15,8.238227665424347,1.1472550919772506,3,0.04461362395348445
116,15,8.077770881354809,2.4051480332071673,3,0.03741787460332735
117,15,8.761321008205414,0.8259162650981695,3,0.04897422007156549
118,15,5.62233492732048,1.9106769948286504,3,0.019608950741398345
119,15,9.133797585964203,2.14540077257081,3,0.057969135028819174
120,15,9.485532343387604,5.9193953524984275,3,0.001513119567775334
121,16,8.660962954163551,2.1738966378139883,3,0.04932617611243062
122,16,9.043948203325272,0.43425007423101963,3,0.044018309899450214
123,16,7.408112129196525,0.4706665758600176,5,0.016667168104190555
124,16,9.18302521109581,1.01299750579758,3,0.05910725790083671
125,16,9.455055296421051,4.46842901130989,3,-0.018456115005997753
126,16,6.665160357952118,0.6406128092600316,3,0.021603897157758345
127,16,9.650807976722717,2.1916513606177435,3,0.06807907392160883
128,16,7.117441035807133,1.7685045771220924,3,0.032205272885603264
129,17,7.618535170331597,1.0505532578053416,3,0.03582399618025045
130,17,9.385682791471481,1.7606131522844464,3,0.06567813147982005
131,17,9.461595118045807,2.4134930328689355,3,0.06015592500931244
132,17,8.978302925825119,1.4587926954300912,3,0.05794807594795648
133,17,9.444195032119751,5.457304800322992,3,-0.0001985912770048337
134,17,9.12818893790245,0.3992731776171327,3,0.04418494991416222
135,17,7.4130296148359776,2.7526669143092484,3,0.022326394590681087
136,17,9.552967548370361,4.741490792614264,5,-0.009308431052238997
137,18,8.634604588150978,0.4834097392436475,3,0.039196369673488496
138,18,7.686054427176714,2.767815349079338,3,0.024485429583296803
139,18,9.417233318090439,1.4238010057886035,3,0.0664538659065228
140,18,6.840846687555313,4.033814167233731,3,-0.06973416744044103
141,18,9.45442333817482,1.55932985607436,3,0.06740883564691602
142,18,9.211633801460266,2.6440387633948603,3,0.049071045218263
143,18,9.492323398590088,3.218293017636255,3,0.02515268902121348
144,18,9.563409239053726,0.8785281358936519,3,0.06512220282855585
145,19,7.737305164337158,1.5694640162483724,3,0.039454071433308924
146,19,8.906313925981522,0.45312691371701364,3,0.04240319755074329
147,19,9.300118386745453,4.091462595793448,3,-0.016008340069497917
148,19,7.621059436351061,1.3396887871188998,3,0.03763378198802836
149,19,9.00662750005722,2.7697263882224625,3,0.041140526922810894
150,19,8.596115335822105,1.3406186880690873,3,0.05108960215394265
151,19,6.622626706957817,3.0571777418766977,3,0.006393211868198634
152,19,9.31063860654831,1.8574102048681902,3,0.06375688537074731
153,20,9.23055574297905,1.6478532057717652,3,0.06278401023103486
154,20,8.335267752408981,3.0405874491976577,3,0.020386297625399452
155,20,9.838574975728989,1.389657387311715,3,0.07557834083635417
156,20,8.487861454486847,2.028105171443662,3,0.048050871331127176
157,20,9.680460840463638,1.2491279319363982,3,0.07147227984508553
158,20,8.626373410224915,2.143478053489754,3,0.0491230064928152
159,20,8.738870322704315,1.847297859728551,3,0.0532372851881473
160,20,7.606663880869746,1.9023900905695796,3,0.03701802404768295
161,21,9.276145100593567,1.3027590236082138,5,0.030674319151561935
162,21,9.275672882795334,3.260032756307646,3,0.018130864884406073
163,21,9.563972651958466,2.05164087835629,3,0.06773747257640772
164,21,8.065562695264816,2.5331544885178596,3,0.03473247267658741
165,21,5.566399544477463,3.2161345814911924,3,-0.016946123216837417
166,21,8.263895735144615,2.326915340808043,3,0.04123471644653476
167,21,8.763903230428696,1.131557442650798,3,0.052645066534067864
168,21,9.880566149950027,1.4735518301447155,3,0.07671025995699843
169,22,9.412517845630646,0.7156359296169789,3,0.05887146354278716
170,22,9.75743368268013,4.170666150848933,3,0.03286757191271383
171,22,8.177586272358894,0.7870347582117677,3,0.03960259882527373
172,22,9.530076682567596,0.13369170606056752,3,0.03889600579044439
173,22,9.379844069480896,1.7507072541439177,3,0.06558805404599433
174,22,8.900919556617737,1.9964815171305166,3,0.05511807092291776
175,22,9.931151121854782,1.5161321556918206,3,0.07792606571155902
176,22,9.711177498102188,0.26402520760227444,3,0.049229739509660364
177,23,9.560598284006119,0.808170811343354,3,0.06386421415494792
178,23,8.95802527666092,1.987381838994223,3,0.05620804025087134
179,23,9.836294054985046,1.9619772483857947,3,0.07449988536011443
180,23,7.58802498690784,1.832335835831581,3,0.0371322948167192
181,23,9.84916552901268,1.134721090768683,3,0.07444982147507395
182,23,8.030988909304142,1.3372990577740969,3,0.042788743214128955
183,23,8.580623790621758,1.5963177618011222,3,0.05126197966731483
184,23,9.453457742929459,1.6876952295578824,3,0.06728003333499655
185,24,8.304598703980446,0.8843741905986161,3,0.04283380135823811
186,24,9.761255979537964,1.2759057461892487,3,0.07341829562952729
187,24,9.602220207452774,1.2237603238969714,3,0.06959245899440147
188,24,9.462767094373703,2.034805663932699,3,0.06571337888976347
189,24,9.22923281788826,0.5215813680587322,3,0.050160224506897944
190,24,9.586697369813919,1.1461613442023726,3,0.06871376690268072
191,24,9.87517461180687,1.3644199204644711,3,0.07632022661125193
192,24,9.230035245418549,2.2022755632377162,3,0.05912026117093894
193,25,9.759920686483383,1.1146368406248541,3,0.07229905599237885
194,25,9.859724938869476,1.1614934746696295,3,0.07489436105809699
195,25,9.638916254043579,0.8312883811593712,3,0.06598255564690514
196,25,8.745805695652962,1.2692898922885092,3,0.05323769315927107
197,25,9.716461896896362,0.7245059413184345,3,0.06555961263051135
198,25,9.725911170244217,1.6101133835598083,3,0.07333247275170574
199,25,9.810379892587662,1.5794214091052325,3,0.07521221589360438
200,25,9.895827919244766,1.5344897411836804,3,0.07712447368649067
201,26,9.838589876890182,0.8513138336998255,3,0.07074966584898457
202,26,9.937309920787811,0.995645846182564,3,0.07507675005333092
203,26,9.639509171247482,1.6024837391346396,3,0.07141632304381385
204,26,9.50560063123703,0.7483845094150723,3,0.06151166485931148
205,26,9.976302832365036,1.1497586714585246,3,0.07751562085816222
206,26,9.543426036834717,0.8108299984947056,3,0.06354388558976942
207,26,9.911723136901855,1.6294336393667936,3,0.07747096420944466
208,26,9.939589351415634,0.6328112661090732,3,0.06820871807870432
209,27,9.939676076173782,0.8542372355593354,3,0.07309140714770845
210,27,9.877922683954239,0.7924003203999818,3,0.07054612063690602
211,27,9.877359569072723,1.2947964424352736,3,0.07609457972543865
212,27,9.941747188568115,0.7234316679090054,3,0.07054119260476055
213,27,9.977147281169891,0.9564300917737931,3,0.07552822514545698
214,27,9.943463504314423,0.6636264533758164,3,0.06912353180420494
215,27,9.969641417264938,1.1181804261225075,3,0.07709477597897618
216,27,9.951404482126236,0.8304110984465987,3,0.07294680404941012
217,28,9.881108105182648,0.9370742577991605,3,0.07302736215701544
218,28,9.978312104940414,1.0549304959470214,3,0.0767101822482128
219,28,9.982517808675766,0.7302800906740488,3,0.07165284268386096
220,28,9.9628846347332,0.46059570737371447,3,0.06309042244788188
221,28,9.976041316986084,0.929618571888435,3,0.0751302396006639
222,28,9.976069182157516,0.7956472963315666,3,0.07287758494875107
223,28,9.953002780675888,1.0869167666898967,3,0.07641725250564524
224,28,9.960656315088272,1.019280235697034,3,0.07590324126841086
225,29,9.974289685487747,1.228146175700292,3,0.07800221384558959
226,29,9.975215643644333,1.1222065639255643,3,0.07726400628653707
227,29,9.980513453483582,0.8022946088226468,3,0.07311593074525691
228,29,9.987324327230453,0.8034993979312868,3,0.07330431626843636
229,29,9.94072362780571,1.0587510293917806,3,0.07585112457628806
230,29,9.963686466217041,1.1687435562220574,3,0.07735240003001098
231,29,9.91827517747879,0.701790030289802,3,0.06950095042377646
232,29,9.965301305055618,0.9845683028053612,3,0.07560360266736432
