step,episode,A,phi,n,reward
440,55,9.962827414274216,1.4237341562841297,6,0.1506149306615594
441,56,9.971017390489578,1.3540030074844212,6,0.1505634453913436
442,56,9.965708255767822,1.4247986925108345,6,0.15068378477861044
443,56,9.968225657939911,1.336394810555318,6,0.15042184920767987
444,56,9.980758875608444,1.4197804855909646,6,0.15101727999850367
445,56,9.97089371085167,1.3247347214962721,6,0.15042834248426606
446,56,9.971702545881271,1.459489465755433,6,0.15090239175701248
447,56,9.968650788068771,1.407069717065245,6,0.15069960378988245
448,56,9.971094727516174,1.467551853051299,6,0.15090545802651167
449,57,9.972172677516937,1.5063756858554096,6,0.1509890623027217
450,57,9.974782019853592,1.4701031821786255,6,0.15099557562028476
451,57,9.974953830242157,1.434528572348267,6,0.1509208762182408
452,57,9.976164698600769,1.3414221928973706,6,0.1506272491821612
453,57,9.97471034526825,1.4831281621007235,6,0.1510173067198064
454,57,9.975939095020294,1.529017257239011,6,0.15110145210239856
455,57,9.977263510227203,1.3922510357331903,6,0.15084954370035253
456,57,9.967607408761978,1.4648250673814178,6,0.15081978952965835
457,58,9.976682960987091,1.421921355015752,6,0.15092883916648225
458,58,9.97108206152916,1.5096172314350904,6,0.1509679123915364
459,58,9.983279407024384,1.5021875737628014,6,0.15124044295903705
460,58,9.975406527519226,1.2973088228317022,6,0.15039600302752376
461,58,9.979385286569595,1.4862060481092274,6,0.1511302309455398
462,58,9.976769387722015,1.4018987112780066,6,0.15087008570189853
463,58,9.967558979988098,1.564217547295019,6,0.15092298720116393
464,58,9.970736503601074,1.4031343972164454,6,0.15073485586863256
465,59,9.974216520786285,1.5407365184084596,6,0.15107035518623735
466,59,9.976737946271896,1.4707699919417383,5,0.13286031505752116
467,59,9.974067211151123,1.4331050711353541,6,0.15089706753742482
468,59,9.978440701961517,1.3811064555979997,6,0.15083720513877363
469,59,9.977408200502396,1.4349753592325092,6,0.15097849402745478
470,59,9.978987872600555,1.3615641171234907,6,0.15077838487093276
471,59,9.980281740427017,1.4736812223228426,6,0.1511297499620894
472,59,9.976324439048767,1.4019316678964586,6,0.15085989820519696
473,60,9.97357189655304,1.3704236426281662,6,0.1506871182611378
474,60,9.980463832616806,1.410935565860376,6,0.1509844461976586
475,60,9.974983632564545,1.4176980392625242,6,0.150877661191249
476,60,9.977437257766724,1.4663354542247953,6,0.15104949252905775
477,60,9.980710744857788,1.4751837445186349,6,0.15114240917930188
478,60,9.980169534683228,1.4715427871937365,6,0.15112306963638322
479,60,9.978883862495422,1.483582626379037,6,0.15111455890143377
480,60,9.969837367534637,1.455679418507454,6,0.15085095992940234
