step,episode,A,phi,n,reward
235,30,9.957739859819412,1.5351164786948115,2,0.07137204773061279
236,30,9.96292069554329,1.7647992982151584,2,0.07033375561044597
237,30,9.93599146604538,1.8934182129565449,2,0.06752746940926913
238,30,9.966714978218079,1.4972691729658574,2,0.07144945861756735
239,30,9.960441887378693,1.4576802223038197,2,0.07106865867697842
240,30,9.865470081567764,1.5535753683377087,2,0.06934742187774656
241,31,9.978622198104858,1.7273048717332096,2,0.07112505446347694
242,31,9.917999058961868,1.849699198791218,2,0.06799607586451262
243,31,9.965478777885437,1.7295708265053036,2,0.07079206519316061
244,31,9.915798157453537,1.73725084212572,2,0.06957737000231345
245,31,9.919463694095612,1.6378032160522655,2,0.07039886818673291
246,31,9.966098368167877,1.6796622410637037,2,0.07123115701953764
247,31,9.899118691682816,1.6091197227881269,2,0.07004138105025204
248,31,9.977751821279526,1.7164804951068433,2,0.0712091016979437
249,32,9.955147504806519,1.7732835676779137,2,0.07004552876744707
250,32,9.95971143245697,1.8467933051352607,2,0.0689994547397812
251,32,9.952272325754166,1.5436050549883873,2,0.071264101744688
252,32,9.974618703126907,1.6815255071540864,2,0.07141869967354153
253,32,9.978092759847641,1.7396194118234487,2,0.070982004305989
254,32,9.987581074237823,1.790026278865622,2,0.07057525809005649
255,32,9.968512654304504,1.7098740975085573,2,0.0710492631613322
256,32,9.965116381645203,1.5097851978370875,2,0.07146633916818401
257,33,9.983498454093933,1.7142228731161193,2,0.07136618825711483
258,33,9.8818139731884,1.8088640759939612,2,0.06788858415237575
259,33,9.97729167342186,1.6704983349721314,2,0.0715549818099559
260,33,9.972006976604462,1.6589714767882482,2,0.0714965977526747
261,33,9.966482520103455,1.5581325571062774,3,0.018189438489946586
262,33,9.990271627902985,1.6039519003106253,2,0.07214727582543179
263,33,9.94581550359726,1.6854211292579324,2,0.07072015826108746
264,33,9.941886067390442,1.677915446658987,2,0.07068371760287229
265,34,9.978825002908707,1.8110343442204357,2,0.07005270497656291
266,34,9.972460269927979,1.8755916784301967,2,0.06873842507096217
267,34,9.985596984624863,1.7449811353146272,2,0.0711001023235247
268,34,9.979680925607681,1.6975875518186512,2,0.07141544075288841
269,34,9.984667152166367,1.6983829111190782,2,0.07152788997462545
270,34,9.982809722423553,1.6829784071686864,2,0.07160270689241344
271,34,9.97971624135971,1.6742108231393518,2,0.07158849273142187
272,34,9.977310001850128,1.7819706326962577,2,0.07044593490138129
273,35,9.984787255525589,1.7994091779417383,2,0.07037209895162833
274,35,9.99315544962883,1.9018542646394627,2,0.068674925495807
275,35,9.97520312666893,1.8364761046513798,2,0.06954403684015587
276,35,9.970163702964783,1.9157034409031333,2,0.06781073215898958
277,35,9.978403449058533,1.7681460802696691,2,0.07065511152158144
278,35,9.982035607099533,1.927524099850376,2,0.06780909282314584
279,35,9.960563480854034,1.7767375523691507,2,0.07012435514519066
280,35,9.973692893981934,1.7408318783261598,2,0.07086436056224099
281,36,9.970846176147461,1.7577062287341625,2,0.07060561542971877
282,36,9.958010464906693,1.7822267955033169,2,0.06999037729610724
283,36,9.976313710212708,1.7437456366297022,2,0.07089340774996367
284,36,9.976354539394379,1.8618334137475403,2,0.06910440515217586
285,36,9.988034665584564,1.7661675596414612,2,0.07091007762288148
286,36,9.980290979146957,1.868855139639728,2,0.06905872100992583
287,36,9.966630339622498,1.6808398784128236,2,0.07123536398983554
288,36,9.991215467453003,1.7384312882775486,2,0.07130805437960075
289,37,9.992546290159225,1.790587477646877,2,0.07068627206997036
290,37,9.971098899841309,1.748042730267419,2,0.07072222553600671
291,37,9.975905120372772,1.7664863587489308,2,0.07061716320108435
292,37,9.96729627251625,1.7373725569097758,2,0.07075181916901063
293,37,9.98198613524437,1.8019968342507677,2,0.07026693127785633
294,37,9.97815728187561,1.7512970090860471,2,0.07085192399433327
295,37,9.975073784589767,1.7060472910710813,2,0.07123577876155518
296,37,9.984678030014038,1.867677876797636,2,0.06918691180597003
297,38,9.980705678462982,1.6604159503947213,2,0.07169489155299624
298,38,9.988726079463959,1.6653911826331438,2,0.07185814043485728
299,38,9.991088658571243,1.735603853843929,2,0.07133565315814439
300,38,9.973080158233643,1.7007316319443302,2,0.07123261201239495
301,38,9.980647265911102,1.8294038203104304,2,0.06979450628932193
302,38,9.979109317064285,1.7458576690133438,2,0.07093561571018348
303,38,9.973793923854828,1.7162432449046912,2,0.07111742398057341
304,38,9.947195500135422,1.7487595367187516,2,0.07015951856985647
305,39,9.972216933965683,1.7679359818270373,2,0.07051168609444236
306,39,9.976637959480286,1.811013746333903,2,0.07000110210771204
